episode,avg_timestamp_last_200_episodes,exploration_rate
1,25.0,0.5
2,20.5,0.5
3,22.333333333333332,0.5
4,20.75,0.5
5,19.6,0.5
6,19.0,0.5
7,18.571428571428573,0.5
8,18.125,0.5
9,17.555555555555557,0.5
10,17.2,0.5
11,18.0,0.5
12,17.75,0.5
13,17.307692307692307,0.5
14,17.142857142857142,0.5
15,17.0,0.5
16,17.6875,0.5
17,17.58823529411765,0.5
18,18.055555555555557,0.5
19,17.789473684210527,0.5
20,18.1,0.5
21,17.857142857142858,0.5
22,18.272727272727273,0.5
23,18.130434782608695,0.5
24,18.541666666666668,0.5
25,18.32,0.5
26,18.076923076923077,0.5
27,17.925925925925927,0.5
28,17.75,0.5
29,17.551724137931036,0.5
30,17.433333333333334,0.5
31,17.677419354838708,0.5
32,17.96875,0.5
33,17.848484848484848,0.5
34,17.705882352941178,0.5
35,17.542857142857144,0.5
36,17.47222222222222,0.5
37,17.324324324324323,0.5
38,17.210526315789473,0.5
39,17.128205128205128,0.5
40,17.025,0.5
41,16.926829268292682,0.5
42,16.857142857142858,0.5
43,16.790697674418606,0.5
44,16.75,0.5
45,17.044444444444444,0.5
46,17.217391304347824,0.5
47,17.70212765957447,0.5
48,17.916666666666668,0.5
49,17.857142857142858,0.5
50,17.98,0.5
51,17.88235294117647,0.5
52,17.846153846153847,0.5
53,18.41509433962264,0.5
54,18.35185185185185,0.5
55,18.472727272727273,0.5
56,18.375,0.5
57,18.29824561403509,0.5
58,18.20689655172414,0.5
59,18.559322033898304,0.5
60,18.733333333333334,0.5
61,18.672131147540984,0.5
62,18.612903225806452,0.5
63,18.50793650793651,0.5
64,18.625,0.5
65,18.56923076923077,0.5
66,18.5,0.5
67,18.791044776119403,0.5
68,18.705882352941178,0.5
69,18.652173913043477,0.5
70,18.771428571428572,0.5
71,18.887323943661972,0.5
72,18.805555555555557,0.5
73,18.726027397260275,0.5
74,18.864864864864863,0.5
75,18.96,0.5
76,18.88157894736842,0.5
77,18.818181818181817,0.5
78,18.78205128205128,0.5
79,18.70886075949367,0.5
80,18.65,0.5
81,18.580246913580247,0.5
82,18.548780487804876,0.5
83,19.216867469879517,0.5
84,19.142857142857142,0.5
85,19.094117647058823,0.5
86,19.058139534883722,0.5
87,19.149425287356323,0.5
88,19.09090909090909,0.5
89,19.03370786516854,0.5
90,19.1,0.5
91,19.175824175824175,0.5
92,19.108695652173914,0.5
93,19.333333333333332,0.5
94,19.25531914893617,0.5
95,19.45263157894737,0.5
96,19.375,0.5
97,19.432989690721648,0.5
98,19.357142857142858,0.5
99,19.444444444444443,0.5
100,19.4,0.5
101,19.474747474747474,0.5
102,19.653061224489797,0.5
103,19.690721649484537,0.5
104,19.697916666666668,0.5
105,19.768421052631577,0.5
106,19.71276595744681,0.5
107,19.774193548387096,0.5
108,19.684782608695652,0.5
109,19.582417582417584,0.5
110,19.555555555555557,0.5
111,19.662921348314608,0.5
112,19.53409090909091,0.5
113,19.632183908045977,0.5
114,19.697674418604652,0.5
115,19.91764705882353,0.5
116,19.69047619047619,0.5
117,20.10843373493976,0.5
118,20.4390243902439,0.5
119,20.567901234567902,0.5
120,20.6375,0.5
121,20.924050632911392,0.5
122,21.0,0.5
123,20.753246753246753,0.5
124,20.31578947368421,0.5
125,20.266666666666666,0.5
126,20.35135135135135,0.5
127,19.931506849315067,0.5
128,19.88888888888889,0.5
129,20.197183098591548,0.5
130,19.7,0.5
131,19.92753623188406,0.5
132,20.014705882352942,0.5
133,20.28358208955224,0.5
134,20.015151515151516,0.5
135,20.092307692307692,0.5
136,20.0,0.5
137,20.063492063492063,0.5
138,20.0,0.5
139,20.524590163934427,0.5
140,20.666666666666668,0.5
141,20.983050847457626,0.5
142,20.120689655172413,0.5
143,20.596491228070175,0.5
144,20.714285714285715,0.5
145,21.10909090909091,0.5
146,21.01851851851852,0.5
147,20.71698113207547,0.5
148,20.46153846153846,0.5
149,20.372549019607842,0.5
150,20.16,0.5
151,19.408163265306122,0.5
152,19.520833333333332,0.5
153,19.5531914893617,0.5
154,19.695652173913043,0.5
155,20.08888888888889,0.5
156,20.181818181818183,0.5
157,20.58139534883721,0.5
158,20.523809523809526,0.5
159,19.78048780487805,0.5
160,20.325,0.5
161,20.05128205128205,0.5
162,20.18421052631579,0.5
163,20.243243243243242,0.5
164,20.416666666666668,0.5
165,20.485714285714284,0.5
166,20.029411764705884,0.5
167,19.87878787878788,0.5
168,19.59375,0.5
169,19.35483870967742,0.5
170,18.6,0.5
171,18.24137931034483,0.5
172,17.464285714285715,0.5
173,17.48148148148148,0.5
174,17.53846153846154,0.5
175,18.32,0.5
176,18.541666666666668,0.5
177,18.82608695652174,0.5
178,18.0,0.5
179,17.714285714285715,0.5
180,16.65,0.5
181,16.842105263157894,0.5
182,17.055555555555557,0.5
183,16.647058823529413,0.5
184,17.625,0.5
185,17.866666666666667,0.5
186,17.357142857142858,0.5
187,15.692307692307692,0.5
188,17.0,0.5
189,17.181818181818183,0.5
190,19.8,0.5
191,23.11111111111111,0.5
192,22.875,0.5
193,24.142857142857142,0.5
194,22.166666666666668,0.5
195,20.8,0.5
196,19.75,0.5
197,21.333333333333332,0.5
198,14.5,0.5
199,25.0,0.5
200,19.365,0.5
201,19.315,0.5
202,19.315,0.5
203,19.32,0.5
204,19.305,0.5
205,19.42,0.5
206,19.525,0.5
207,19.58,0.5
208,19.58,0.5
209,19.59,0.5
210,19.72,0.5
211,19.655,0.5
212,19.65,0.5
213,19.74,0.5
214,19.725,0.5
215,19.715,0.5
216,19.645,0.5
217,19.71,0.5
218,19.725,0.5
219,19.725,0.5
220,19.67,0.5
221,19.665,0.5
